Energy 	 total 	 metal 	 mol 
0.0 	 0.04385891304667031 	 0.0006508159666170333 	 0.001848457578323102 
0.02 	 0.044529340861650585 	 0.0006579797870016525 	 0.001873359839874812 
0.04 	 0.04524438798589483 	 0.0006652655081385553 	 0.0018989373768644668 
0.06 	 0.04600954662421427 	 0.0006726759753949415 	 0.0019252326371435153 
0.08 	 0.04682819162744022 	 0.0006802141205813049 	 0.0019522945934958554 
0.1 	 0.04769961673402152 	 0.0006878829655661106 	 0.001980180404707385 
0.12 	 0.0486181408978539 	 0.0006956856261914404 	 0.0020089575348725924 
0.14 	 0.04957573591615768 	 0.0007036253165520682 	 0.002038706362123138 
0.16 	 0.05056824313888436 	 0.0007117053537160284 	 0.00206952316018843 
0.18 	 0.05159802149463222 	 0.0007199291629777629 	 0.0021015230638212327 
0.2 	 0.05266520393915402 	 0.0007283002837328189 	 0.002134842160088547 
0.22 	 0.05375525360635434 	 0.0007368223760135464 	 0.002169636865245209 
0.24 	 0.05483932098956141 	 0.0007454992275507411 	 0.002206076510143635 
0.26 	 0.05588454587258866 	 0.000754334760752958 	 0.002244321493660095 
0.28 	 0.05685852155910422 	 0.0007633330378656189 	 0.002284477596314004 
0.3 	 0.05773632490320719 	 0.0007724982601731963 	 0.002326520058739312 
0.32 	 0.05852087329800474 	 0.0007818347528466974 	 0.0023701942946339188 
0.34 	 0.05924830319700304 	 0.0007913469222072374 	 0.002414954273752281 
0.36 	 0.05996311602069248 	 0.0008010391758657376 	 0.0024600606802692255 
0.38 	 0.06069400733512034 	 0.0008109158325375931 	 0.002504825220603877 
0.4 	 0.061448709568874826 	 0.0008209811305441994 	 0.002548777185754857 
0.42 	 0.06222161390388911 	 0.0008312394629431634 	 0.0025917587374619895 
0.44 	 0.06300564606219707 	 0.0008416957065360176 	 0.002634110341190507 
0.46 	 0.06378963430640315 	 0.0008523552105425507 	 0.0026766318719281153 
0.48 	 0.06454089472243514 	 0.0008632233738556657 	 0.0027201249813721406 
0.5 	 0.06520992148996975 	 0.0008743054131986844 	 0.002765066164660342 
0.52 	 0.06577044780632468 	 0.0008856067728856211 	 0.002811800213643011 
0.54 	 0.06625326134167753 	 0.0008971337419305042 	 0.0028608861339566197 
0.56 	 0.06673702609141564 	 0.0009088934928309197 	 0.0029131277919958436 
0.58 	 0.06731066062847015 	 0.000920893557027005 	 0.0029693545904685642 
0.6 	 0.06804305553455724 	 0.000933141391024226 	 0.003030263576435085 
0.62 	 0.06897486550664547 	 0.0009456443168007455 	 0.003096399127658693 
0.64 	 0.070122823568959 	 0.0009584096628727671 	 0.0031681444976589075 
0.66 	 0.07148247742039325 	 0.0009714449139490136 	 0.0032456105794865485 
0.68 	 0.0730242306756936 	 0.000984757807841982 	 0.0033284188183998636 
0.7000000000000001 	 0.07468905946408844 	 0.0009983563878472805 	 0.0034155392402234596 
0.72 	 0.07639495082301777 	 0.0010122490307018642 	 0.00350541675567911 
0.74 	 0.07805100009947734 	 0.001026444464102358 	 0.003596295390387109 
0.76 	 0.07956115720375118 	 0.001040951781047972 	 0.003686313377759808 
0.78 	 0.08082310218026562 	 0.0010557804542619378 	 0.003773484126881227 
0.8 	 0.08175089323619986 	 0.0010709403519976787 	 0.003856211537415503 
0.8200000000000001 	 0.08232419818257011 	 0.0010864417556990498 	 0.003934401954141273 
0.84 	 0.08262534872991084 	 0.0011022953796680126 	 0.004010299068775704 
0.86 	 0.08281248388764922 	 0.001118512392801522 	 0.004087880899197023 
0.88 	 0.08304230931788538 	 0.001135104442458749 	 0.00417112590261525 
0.9 	 0.08341526364335981 	 0.0011520836805535342 	 0.004262787365126407 
0.92 	 0.08397201010032722 	 0.0011694627920129416 	 0.00436432612136603 
0.9400000000000001 	 0.08471541205451616 	 0.0011872550257937251 	 0.004476418377033281 
0.96 	 0.08563176038864342 	 0.0012054742287035962 	 0.004599447564945059 
0.98 	 0.08670340175033484 	 0.0012241348823344971 	 0.004733803988106261 
1.0 	 0.0879144549244076 	 0.0012432521434837882 	 0.004880031141612969 
1.02 	 0.08925275081220252 	 0.001262841888519706 	 0.005038890288219818 
1.04 	 0.09071011239146416 	 0.00128292076224414 	 0.00521139198327019 
1.06 	 0.09228205830382483 	 0.0013035062319243168 	 0.005398820155672878 
1.08 	 0.09396740760247177 	 0.001324616647312648 	 0.005602760985886603 
1.1 	 0.09576797196128868 	 0.0013462713076598369 	 0.00582514267555439 
1.12 	 0.09768839877800221 	 0.001368490536963446 	 0.006068290003883943 
1.1400000000000001 	 0.09973618469439384 	 0.0013912957689981751 	 0.006334997347255994 
1.16 	 0.10192186975177858 	 0.0014147096440680186 	 0.00662862467485341 
1.18 	 0.10425942768369949 	 0.0014387561199331943 	 0.00695322258060689 
1.2 	 0.10676687881177711 	 0.0014634606000336677 	 0.007313694626292657 
1.22 	 0.10946716346011645 	 0.0014888500830045922 	 0.007716008266131032 
1.24 	 0.11238931920159871 	 0.0015149533386116267 	 0.008167469596985548 
1.26 	 0.1155699911741948 	 0.0015418011166865608 	 0.008677082339631697 
1.28 	 0.11905524310055812 	 0.0015694263974838716 	 0.00925601789137957 
1.3 	 0.1229024770551786 	 0.0015978646942318338 	 0.009918230667441397 
1.32 	 0.12718194575147992 	 0.001627154421870022 	 0.01068125997884699 
1.34 	 0.13197681403791064 	 0.001657337350721139 	 0.0115672635178861 
1.36 	 0.13738003439373947 	 0.001688459169409422 	 0.012604324417288208 
1.3800000000000001 	 0.14348545381174324 	 0.0017205701792049177 	 0.01382806576788518 
